event_time,country,event,source_event_type,reference,actual,previous,consensus,te_forecast,revised,importance,symbol,source_url
2024-10-24T09:45:00-04:00,United States,S&P Global Services PMI Flash,services pmi,OCT,55.3,55.2,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-24T10:00:00-04:00,United States,New Home Sales,new home sales,SEP,0.738M,0.709M,,,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-24T10:00:00-04:00,United States,New Home Sales MoM,new home sales mom,SEP,4.1%,-2.3%,,,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-24T10:30:00-04:00,United States,EIA Natural Gas Stocks Change,natural gas stocks change,OCT/18,80Bcf,76Bcf,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-24T10:30:00-04:00,United States,Ny Fed Treasury Purchases 10 To 22.5 Yrs,calendar,,,,$50 million,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-24T11:00:00-04:00,United States,Kansas Fed Composite Index,kansas fed composite index,OCT,-4,-8,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-24T11:00:00-04:00,United States,Kansas Fed Manufacturing Index,kansas fed manufacturing index,OCT,0,-18,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-24T11:30:00-04:00,United States,4-Week Bill Auction,4 week bill yield,,4.650%,4.700%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-24T11:30:00-04:00,United States,8-Week Bill Auction,8 week bill yield,,4.590%,4.630%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-24T12:00:00-04:00,United States,15-Year Mortgage Rate,15 year mortgage rate,OCT/23,5.71%,5.63%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-24T12:00:00-04:00,United States,30-Year Mortgage Rate,30 year mortgage rate,OCT/23,6.54%,6.44%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-24T13:00:00-04:00,United States,5-Year TIPS Auction,5 year tips yield,,1.670%,2.050%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-24T16:30:00-04:00,United States,Fed Balance Sheet,central bank balance sheet,OCT/23,$7.03T,$7.04T,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-25T08:30:00-04:00,United States,Durable Goods Orders MoM,durable goods orders,SEP,-0.8%,-0.8%,,,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-25T08:30:00-04:00,United States,Durable Goods Orders Ex Transp MoM,durable goods orders ex transportation,SEP,0.4%,0.6%,,,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-25T08:30:00-04:00,United States,Durable Goods Orders ex Defense MoM,durable goods orders ex defense,SEP,-1.1%,-1.3%,,,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-25T08:30:00-04:00,United States,Non Defense Goods Orders Ex Air,non defense capital goods orders ex aircraft,SEP,0.5%,0.3%,,,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-25T10:00:00-04:00,United States,Michigan Consumer Sentiment Final,consumer confidence,OCT,70.5,70.1,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-25T10:00:00-04:00,United States,Michigan 5 Year Inflation Expectations Final,michigan 5 year inflation expectations,OCT,3%,3.1%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-25T10:00:00-04:00,United States,Michigan Consumer Expectations Final,michigan consumer expectations,OCT,74.1,74.4,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-25T10:00:00-04:00,United States,Michigan Current Conditions Final,michigan current economic conditions,OCT,64.9,63.3,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-25T10:00:00-04:00,United States,Michigan Inflation Expectations Final,michigan inflation expectations,OCT,2.7%,2.7%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-25T13:00:00-04:00,United States,Baker Hughes Oil Rig Count,crude oil rigs,OCT/25,480,482,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-25T13:00:00-04:00,United States,Baker Hughes Total Rigs Count,total rigs,OCT/25,585,585,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-28T10:30:00-04:00,United States,Dallas Fed Manufacturing Index,dallas fed manufacturing index,OCT,-3.0,-9.0,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-28T10:30:00-04:00,United States,Ny Fed Treasury Purchases Tips 7.5 To 30.0 Yrs,calendar,,,,$25 million,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-28T11:30:00-04:00,United States,2-Year Note Auction,2 year note yield,,4.130%,3.520%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-28T11:30:00-04:00,United States,6-Month Bill Auction,6 month bill yield,,4.325%,4.310%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-28T13:00:00-04:00,United States,3-Month Bill Auction,3 month bill yield,,4.49%,4.51%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-28T13:00:00-04:00,United States,5-Year Note Auction,5 year note yield,,4.138%,3.519%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-28T15:00:00-04:00,United States,Treasury Refunding Financing Estimates,government bond 10y,,,,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-29T08:30:00-04:00,United States,Goods Trade Balance Adv,goods trade balance,SEP,$-108.23B,$-94.22B,,,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-29T08:30:00-04:00,United States,Retail Inventories Ex Autos MoM Adv,retail inventories ex autos,SEP,0.1%,0.5%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-29T08:30:00-04:00,United States,Wholesale Inventories MoM Adv,wholesale inventories,SEP,-0.1%,0.2%,,,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-29T08:55:00-04:00,United States,Redbook YoY,redbook index,OCT/26,5.6%,4.6%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-29T09:00:00-04:00,United States,S&P/Case-Shiller Home Price MoM,case shiller home price index mom,AUG,-0.3%,0%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-29T09:00:00-04:00,United States,S&P/Case-Shiller Home Price YoY,case shiller home price index yoy,AUG,5.2%,5.9%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-29T09:00:00-04:00,United States,House Price Index,housing index,AUG,427.0,425.8,,,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-29T09:00:00-04:00,United States,House Price Index MoM,house price index mom,AUG,0.3%,0.2%,,,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-29T09:00:00-04:00,United States,House Price Index YoY,house price index yoy,AUG,4.2%,4.7%,,,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-29T10:00:00-04:00,United States,JOLTs Job Openings,job offers,SEP,7.443M,7.861M,,,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-29T10:00:00-04:00,United States,Cb Consumer Confidence,calendar,OCT,108.7,99.2,99.5,98.5,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-29T10:00:00-04:00,United States,JOLTs Job Quits,job quits,SEP,3.071M,3.178M,,,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-29T10:30:00-04:00,United States,Dallas Fed Services Index,dallas fed services index,OCT,2.0,-2.6,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-29T10:30:00-04:00,United States,Dallas Fed Services Revenues Index,dallas fed services revenues index,OCT,9.2,10.1,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-29T11:30:00-04:00,United States,42-Day Bill Auction,calendar,,4.630%,4.650%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-29T11:30:00-04:00,United States,52-Week Bill Auction,52 week bill yield,,4.100%,3.780%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-29T13:00:00-04:00,United States,2-Year Frn Auction,calendar,,0.205%,0.261%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-29T13:00:00-04:00,United States,7-Year Note Auction,7 year note yield,,4.215%,3.668%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-29T16:30:00-04:00,United States,API Crude Oil Stock Change,api crude oil stock change,OCT/25,-0.573M,1.643M,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-30T07:00:00-04:00,United States,MBA 30-Year Mortgage Rate,mortgage rate,OCT/25,6.73%,6.52%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-30T07:00:00-04:00,United States,MBA Mortgage Applications,mortgage applications,OCT/25,-0.1%,-6.7%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-30T07:00:00-04:00,United States,MBA Mortgage Market Index,mba mortgage market index,OCT/25,214.5,214.8,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-30T07:00:00-04:00,United States,MBA Mortgage Refinance Index,mba mortgage refinance index,OCT/25,630.0,672.6,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-30T07:00:00-04:00,United States,MBA Purchase Index,mba purchase index,OCT/25,137.8,131.3,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-30T08:15:00-04:00,United States,ADP Employment Change,adp employment change,OCT,233K,159K,,,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-30T08:30:00-04:00,United States,GDP Growth Rate QoQ Adv,gdp growth rate,Q3,2.8%,3%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-30T08:30:00-04:00,United States,GDP Price Index QoQ Adv,gdp deflator,Q3,1.8%,2.5%,1.9%,2.5%,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-30T08:30:00-04:00,United States,Core PCE Prices QoQ Adv,core pce prices qoq,Q3,2.2%,2.8%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-30T08:30:00-04:00,United States,GDP Sales QoQ Adv,gdp sales qoq,Q3,3%,1.9%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-30T08:30:00-04:00,United States,PCE Prices QoQ Adv,pce prices qoq,Q3,1.5%,2.5%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-30T08:30:00-04:00,United States,Real Consumer Spending QoQ Adv,real consumer spending,Q3,3.7%,2.8%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-30T08:30:00-04:00,United States,Treasury Refunding Announcement,government bond 10y,,,,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-30T10:00:00-04:00,United States,Pending Home Sales MoM,pending home sales mom,SEP,7.4%,0.6%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-30T10:00:00-04:00,United States,Pending Home Sales YoY,pending home sales,SEP,2.6%,-3%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-30T10:30:00-04:00,United States,EIA Crude Oil Stocks Change,crude oil stocks change,OCT/25,-0.515M,5.474M,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-30T10:30:00-04:00,United States,EIA Gasoline Stocks Change,gasoline stocks change,OCT/25,-2.707M,0.878M,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-30T10:30:00-04:00,United States,EIA Crude Oil Imports Change,crude oil imports,OCT/25,-0.605M,0.913M,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-30T10:30:00-04:00,United States,EIA Cushing Crude Oil Stocks Change,cushing crude oil stocks,OCT/25,0.681M,-0.346M,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-30T10:30:00-04:00,United States,EIA Distillate Fuel Production Change,distillate fuel production,OCT/25,-0.148M,0.257M,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-30T10:30:00-04:00,United States,EIA Distillate Stocks Change,distillate stocks,OCT/25,-0.977M,-1.14M,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-30T10:30:00-04:00,United States,EIA Gasoline Production Change,gasoline production,OCT/25,-0.259M,0.666M,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-30T10:30:00-04:00,United States,EIA Heating Oil Stocks Change,heating oil stocks,OCT/25,0.571M,-0.28M,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-30T10:30:00-04:00,United States,EIA Refinery Crude Runs Change,refinery crude runs,OCT/25,-0.031M,0.329M,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-30T11:30:00-04:00,United States,17-Week Bill Auction,17 week bill yield,,4.430%,4.445%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-31T07:30:00-04:00,United States,Challenger Job Cuts,challenger job cuts,OCT,55.597K,72.821K,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-31T08:30:00-04:00,United States,Core PCE Price Index MoM,core pce price index mom,SEP,0.3%,0.2%,,,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-31T08:30:00-04:00,United States,Personal Income MoM,personal income,SEP,0.3%,0.2%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-31T08:30:00-04:00,United States,Personal Spending MoM,personal spending,SEP,0.5%,0.3%,,,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-31T08:30:00-04:00,United States,Employment Cost - Benefits QoQ,employment cost index benefits,Q3,0.8%,1%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-31T08:30:00-04:00,United States,Employment Cost - Wages QoQ,employment cost index wages,Q3,0.8%,0.9%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-31T08:30:00-04:00,United States,Employment Cost Index QoQ,employment cost index,Q3,0.8%,0.9%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-31T08:30:00-04:00,United States,Initial Jobless Claims,initial jobless claims,OCT/26,216K,228K,,,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-31T08:30:00-04:00,United States,PCE Price Index MoM,pce price index monthly change,SEP,0.2%,0.1%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-31T08:30:00-04:00,United States,PCE Price Index YoY,pce price index annual change,SEP,2.1%,2.3%,,,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-31T08:30:00-04:00,United States,Continuing Jobless Claims,continuing jobless claims,OCT/19,1862K,1888K,,,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-31T08:30:00-04:00,United States,Core PCE Price Index YoY,core pce price index annual change,SEP,2.7%,2.7%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-31T08:30:00-04:00,United States,Jobless Claims 4-week Average,jobless claims 4-week average,OCT/26,236.5K,238.75K,,,®,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-31T09:45:00-04:00,United States,Chicago PMI,chicago pmi,OCT,41.6,46.6,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-31T10:30:00-04:00,United States,EIA Natural Gas Stocks Change,natural gas stocks change,OCT/25,78Bcf,80Bcf,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-31T11:30:00-04:00,United States,4-Week Bill Auction,4 week bill yield,,4.580%,4.650%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-31T11:30:00-04:00,United States,8-Week Bill Auction,8 week bill yield,,4.555%,4.590%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-31T12:00:00-04:00,United States,15-Year Mortgage Rate,15 year mortgage rate,OCT/30,5.99%,5.71%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-31T12:00:00-04:00,United States,30-Year Mortgage Rate,30 year mortgage rate,OCT/30,6.72%,6.54%,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
2024-10-31T16:30:00-04:00,United States,Fed Balance Sheet,central bank balance sheet,OCT/30,$7.01T,$7.03T,,,,3,,https://tradingeconomics.com/united-states/calendar?importance=3&start=2024-10-01&end=2024-11-01
